,Feature,Definition,Score,CR.Mean,NonCR.mean,pvalue,padjust,
1228,WikiPathways.28,Corticotropin.releasing.hormone.signaling,20.93,0.07% {8/110},0.02% {17/876},0.037,1,
1229,REACTOME.253,Gluconeogenesis,20.93,0.04% {4/110},0.01% {5/876},0.093,1,
1230,INOH.10,Tryptophan.degradation,20.93,0% {0/110},0.02% {20/876},6.99E-06,0.01001667,
1231,REACTOME.318,Dopamine.Neurotransmitter.Release.Cycle,20.349,0% {0/110},0.01% {6/876},0.014,1,
1232,REACTOME.6,Generic.Transcription.Pathway,20.349,0.15% {16/110},0.11% {97/876},0.328,1,
1233,WikiPathways.149,Fas.Ligand..FasL..pathway.and.Stress.induction.of.Heat.Shock.Proteins..HSP..regulation,20.349,0% {0/110},0.01% {8/876},0.005,1,
1234,INOH.22,FGF,20.349,0.01% {1/110},0.02% {14/876},0.493,1,
1235,WikiPathways,Focal.Adhesion.PI3K.Akt.mTOR.signaling,20.349,0.14% {15/110},0.04% {38/876},0.007,1,
1236,SMPDB.108,Non.Ketotic.Hyperglycinemia,20.349,0.02% {2/110},0.01% {6/876},0.389,1,
1237,REACTOME.158,trans.Golgi.Network.Vesicle.Budding,20.349,0.01% {1/110},0.02% {14/876},0.493,1,
1238,WikiPathways.123,ATM.Signaling,20.349,0% {0/110},0.01% {10/876},0.002,1,
1239,REACTOME.30,L13a.mediated.translational.silencing.of.Ceruloplasmin.expression,20.349,0.01% {1/110},0.06% {52/876},4.20E-05,0.060186,
1240,SMPDB.72,Pindolol.Action.Pathway,20.349,0% {0/110},0.01% {10/876},0.002,1,
1241,WikiPathways.119,Interferon.type.I.signaling,20.349,0.02% {2/110},0.01% {9/876},0.552,1,
1242,INOH.36,Pyruvate.metabolism,20.349,0.01% {1/110},0.01% {9/876},0.903,1,
1243,WikiPathways.97,IL.3.Signaling,20.349,0% {0/110},0.01% {13/876},2.99E-04,0.428467,
1244,REACTOME.27,rRNA.processing,20.349,0.01% {1/110},0.06% {53/876},3.03E-05,0.0434199,
1245,Panther_Pathway.31,Insulin_IGF_pathway.protein_kinase_B_signaling_cascade,20.349,0.05% {5/110},0.01% {7/876},0.066,1,
1246,KEGG.85,Citrate.cycle..TCA.cycle.,20.349,0.03% {3/110},0.02% {20/876},0.787,1,
1247,ACSN2.21,CORE,20.349,0.02% {2/110},0.02% {18/876},0.863,1,
1248,REACTOME.273,Mitochondrial.protein.import,20.349,0% {0/110},0.01% {8/876},0.005,1,
1249,SMPDB.84,Vitamin.A.Deficiency,20.349,0% {0/110},0.01% {10/876},0.002,1,
1250,HumanCyc.3,superpathway.of.purine.nucleotide.salvage,20.349,0.01% {1/110},0.01% {13/876},0.565,1,
1251,Panther_Pathway.11,Muscarinic_acetylcholine_receptor_2_and_4_signaling,20.349,0.05% {6/110},0.02% {16/876},0.105,1,
1252,KEGG.132,Cysteine.and.methionine.metabolism,20.349,0.05% {6/110},0.01% {10/876},0.053,1,
1253,INOH.20,TLR.JNK,20.349,0% {0/110},0.02% {16/876},5.94E-05,0.0851202,
1254,INOH.19,IL.1.JNK,20.349,0% {0/110},0.02% {16/876},5.94E-05,0.0851202,
1255,WikiPathways.6,Cytoplasmic.Ribosomal.Proteins,20.349,0.01% {1/110},0.05% {44/876},5.16E-04,0.739428,
1256,REACTOME.127,Regulation.of.APC.C.activators.between.G1.S.and.early.anaphase,20.349,0% {0/110},0.02% {16/876},5.94E-05,0.0851202,
1257,REACTOME.254,HDR.through.Single.Strand.Annealing..SSA.,20.349,0% {0/110},0.01% {9/876},0.003,1,
1258,SIGNOR2.0.6,SIGNOR.EGF,20.349,0.01% {1/110},0.02% {15/876},0.427,1,
1259,KEGG.22,Sphingolipid.signaling,20.349,0.06% {7/110},0.04% {35/876},0.332,1,
1260,IPAVS.11,EGF_receptor_transactivation_in_Cardiac_Hypertrophy,20.349,0.01% {1/110},0.01% {11/876},0.725,1,
1261,REACTOME.34,Nonsense.Mediated.Decay..NMD.,20.349,0.01% {1/110},0.06% {51/876},5.82E-05,0.0834006,
1262,OntoCancro.2,Cell.Cycle,20.349,0.02% {2/110},0.04% {39/876},0.072,1,
1263,REACTOME.4,Gene.expression..Transcription.,20.349,0.15% {17/110},0.13% {117/876},0.566,1,
1264,WikiPathways.129,PDGF,20.349,0% {0/110},0.01% {10/876},0.002,1,
1265,REACTOME.289,Xenobiotics,20.349,0% {0/110},0.01% {8/876},0.005,1,
1266,SMPDB.33,Amlodipine.Action.Pathway,20.349,0% {0/110},0.01% {10/876},0.002,1,
1267,Spike.4,p53.Signaling.Network,20.349,0.01% {1/110},0.02% {16/876},0.368,1,
1268,PharmGKB.27,Zidovudine_Pathway_Pharmacokinetics_Pharmacodynamics,20.349,0% {0/110},0.01% {5/876},0.025,1,
1269,KEGG.163,Pentose.phosphate,20.349,0% {0/110},0.01% {10/876},0.002,1,
1270,REACTOME.59,Activation.of.the.mRNA.upon.binding.of.the.cap.binding.complex.and.eIFs..and.subsequent.binding.to.43S,20.349,0.01% {1/110},0.03% {28/876},0.036,1,
1271,REACTOME.168,Regulation.of.RAS.by.GAPs,20.349,0% {0/110},0.02% {14/876},1.74E-04,0.249342,
1272,EHMN.22,Vitamin.B9..folate..metabolism,20.349,0% {0/110},0.01% {7/876},0.008,1,
1273,REACTOME.67,REACTOME,20.349,0.03% {3/110},0.03% {24/876},0.994,1,
1274,WikiPathways.101,ATM.Signaling.Network.in.Development.and.Disease,20.349,0.03% {3/110},0.01% {9/876},0.289,1,
1275,systems.biology.org.5,Toll.Like_receptor_signaling_network,20.349,0.09% {10/110},0.09% {81/876},0.958,1,
1276,WikiPathways.26,Myometrial.Relaxation.and.Contraction,20.349,0.02% {2/110},0.03% {25/876},0.46,1,
1277,WikiPathways.87,IL.5.Signaling,20.349,0% {0/110},0.02% {14/876},1.74E-04,0.249342,
1278,SMPDB.41,Carteolol.Action.Pathway,20.349,0% {0/110},0.01% {10/876},0.002,1,
1279,KEGG.75,Purine.metabolism,20.349,0.02% {2/110},0.03% {23/876},0.562,1,
1280,PID.3,Endothelins,20.349,0.11% {12/110},0.01% {12/876},0.002,1,
1281,REACTOME.20,Cell.Cycle,20.349,0.02% {2/110},0.07% {58/876},0.002,1,
1282,INOH.43,Folate.metabolism,20.349,0% {0/110},0.01% {7/876},0.008,1,
1283,WikiPathways.59,Nanoparticle.mediated.activation.of.receptor.signaling,20.349,0% {0/110},0.02% {18/876},2.03E-05,0.0290899,
1284,KEGG.57,AGE.RAGE.signaling.pathway.in.diabetic.complications,20.349,0.01% {1/110},0.03% {27/876},0.046,1,
1285,WikiPathways.146,Sphingolipid,20.349,0% {0/110},0.01% {9/876},0.003,1,
1286,REACTOME.90,CLEC7A..Dectin.1..signaling,20.349,0% {0/110},0.02% {20/876},6.99E-06,0.01001667,
1287,WikiPathways.92,Synaptic.Vesicle,20.349,0% {0/110},0.02% {14/876},1.74E-04,0.249342,
1288,INOH.28,TLR.NFkB,20.349,0% {0/110},0.01% {13/876},2.99E-04,0.428467,
1289,NetPath.13,RAGE,20.349,0.01% {1/110},0.02% {17/876},0.314,1,
1290,REACTOME.145,Sphingolipid.de.novo.biosynthesis,20.349,0% {0/110},0.02% {15/876},1.02E-04,0.146166,
1291,stke.13,PI3K.Class.IB.Pathway.in.Neutrophils,20.349,0.02% {2/110},0.01% {12/876},0.738,1,
1292,REACTOME.147,TNFR2.non.canonical.NF.kB,20.349,0% {0/110},0.02% {15/876},1.02E-04,0.146166,
1293,stke.24,PI3K.Pathway,20.349,0% {0/110},0.01% {8/876},0.005,1,
1294,REACTOME.66,G.alpha..q..signalling.events,20.349,0.05% {6/110},0.02% {21/876},0.174,1,
1295,WikiPathways.60,Non.small.cell.lung.cancer,20.349,0.01% {1/110},0.02% {17/876},0.314,1,
1296,WikiPathways.22,Pancreatic.adenocarcinoma,20.349,0.02% {2/110},0.03% {29/876},0.293,1,
1297,REACTOME.91,DNA.Replication,20.349,0% {0/110},0.02% {20/876},6.99E-06,0.01001667,
1298,REACTOME.295,CYP2E1.reactions,20.349,0% {0/110},0.01% {7/876},0.008,1,
1299,stke,Insulin.Signaling.Pathway,20.349,0.04% {4/110},0.03% {23/876},0.59,1,
1300,SMPDB.53,Isoprenaline.Action.Pathway,20.349,0% {0/110},0.01% {10/876},0.002,1,
1301,NetPath.3,AndrogenReceptor,20.349,0.04% {4/110},0.03% {27/876},0.769,1,
1302,SMPDB.112,Acetaminophen.Metabolism.Pathway,20.349,0% {0/110},0.01% {7/876},0.008,1,
1303,WikiPathways.21,Electron.Transport.Chain..OXPHOS.system.in.mitochondria.,20.349,0.02% {2/110},0.03% {29/876},0.293,1,
1304,PID.35,Syndecan.2.mediated.signaling.events,20.349,0% {0/110},0.01% {13/876},2.99E-04,0.428467,
1305,SIGNOR2.0.8,SIGNOR.AML,20.349,0.01% {1/110},0.01% {13/876},0.565,1,
1306,stke.21,G.alpha.i.Pathway,20.349,0% {0/110},0.01% {8/876},0.005,1,
1307,PID.33,Role.of.Calcineurin.dependent.NFAT.signaling.in.lymphocytes,20.349,0% {0/110},0.01% {13/876},2.99E-04,0.428467,
1308,REACTOME.68,Ribosomal.scanning.and.start.codon.recognition,20.349,0% {0/110},0.03% {27/876},1.67E-07,0.000239311,
1309,SMPDB.137,Metachromatic.Leukodystrophy..MLD.,20.349,0% {0/110},0.01% {6/876},0.014,1,
1310,REACTOME.72,Formation.of.the.ternary.complex..and.subsequently..the.43S.complex,20.349,0% {0/110},0.03% {26/876},2.85E-07,0.000408405,
1311,REACTOME.115,Interleukin.1.signaling,20.349,0% {0/110},0.02% {17/876},3.48E-05,0.0498684,
1312,KEGG.97,Lysosome,20.349,0.01% {1/110},0.02% {20/876},0.188,1,
1313,IPAVS.1,ANG_II_and_JAK_STAT_interactions_in_mediating_cardiac_myocyte_function,20.349,0.04% {4/110},0.04% {35/876},0.851,1,
1314,KEGG.28,Endocytosis,20.349,0.07% {8/110},0.03% {29/876},0.124,1,
1315,REACTOME.94,Protein.localization,19.767,0% {0/110},0.02% {20/876},6.99E-06,0.01001667,
1316,KEGG.7,Ribosome,19.767,0.01% {1/110},0.06% {50/876},8.03E-05,0.1150699,
1317,REACTOME.1,Metabolism.of.proteins,19.767,0.21% {23/110},0.22% {191/876},0.829,1,
1318,KEGG.15,Proteoglycans.in.cancer,19.767,0.03% {3/110},0.05% {42/876},0.231,1,
1319,REACTOME.97,Interleukin.1.family.signaling,19.767,0% {0/110},0.02% {19/876},1.19E-05,0.0170527,
1320,REACTOME.19,Signaling.by.Receptor.Tyrosine.Kinases,19.767,0.09% {10/110},0.06% {52/876},0.273,1,
1321,REACTOME.65,Ub.specific.processing.proteases,19.767,0.01% {1/110},0.03% {27/876},0.046,1,
1322,ACSN2.2,EMT_REGULATORS,19.767,0.07% {8/110},0.07% {59/876},0.838,1,
1323,KEGG.160,Glycerolipid.metabolism,19.767,0% {0/110},0.01% {10/876},0.002,1,
1324,KEGG.17,Human.T.cell.leukemia.virus.1.infection,19.767,0.03% {3/110},0.05% {40/876},0.284,1,
1325,INOH.6,CD4.T.cell.receptor.signaling,19.767,0.01% {1/110},0.04% {31/876},0.018,1,
1326,REACTOME.178,Glucose.metabolism,19.767,0.05% {5/110},0.01% {8/876},0.075,1,
1327,WikiPathways.25,ErbB.Signaling,19.767,0.03% {3/110},0.03% {27/876},0.832,1,
1328,KEGG.139,Th1.and.Th2.cell.differentiation,19.767,0% {0/110},0.02% {15/876},1.02E-04,0.146166,
1329,REACTOME.95,Synthesis.of.DNA,19.767,0% {0/110},0.02% {20/876},6.99E-06,0.01001667,
1330,KEGG.129,TNF.signaling,19.767,0.01% {1/110},0.02% {16/876},0.368,1,
1331,REACTOME.56,RAF.MAP.kinase.cascade,19.767,0% {0/110},0.04% {33/876},6.84E-09,9.80E-06,
1332,REACTOME.249,Effects.of.PIP2.hydrolysis,19.767,0% {0/110},0.01% {9/876},0.003,1,
1333,WikiPathways.50,Endometrial.cancer,19.767,0.01% {1/110},0.02% {19/876},0.225,1,
1334,REACTOME.76,S.Phase,19.767,0% {0/110},0.03% {25/876},4.86E-07,0.000696438,
1335,REACTOME.29,GTP.hydrolysis.and.joining.of.the.60S.ribosomal.subunit,19.767,0.01% {1/110},0.06% {52/876},4.20E-05,0.060186,
1336,BioCarta.21,the.igf.1.receptor.and.longevity,19.767,0.04% {4/110},0.01% {8/876},0.138,1,
1337,REACTOME.155,Toll.Like.Receptor.TLR1.TLR2.Cascade,19.767,0.01% {1/110},0.02% {14/876},0.493,1,
1338,REACTOME.7,Innate.Immune.System,19.767,0.13% {14/110},0.11% {98/876},0.648,1,
1339,KEGG.33,AMPK.signaling,19.767,0.12% {13/110},0.03% {22/876},0.004,1,
1340,WikiPathways.10,Thermogenesis,19.767,0.05% {6/110},0.03% {27/876},0.294,1,
1341,WikiPathways.56,DNA.IR.damage.and.cellular.response.via.ATR,19.767,0% {0/110},0.02% {18/876},2.03E-05,0.0290899,
1342,SMPDB.78,Quinidine.Action.Pathway,19.767,0% {0/110},0.01% {10/876},0.002,1,
1343,OntoCancro.4,Base.excision.repair..BER.,19.767,0% {0/110},0.01% {8/876},0.005,1,
1344,REACTOME.81,G1.S.Transition,19.767,0% {0/110},0.03% {23/876},1.41E-06,0.00202053,
1345,NetPath,EGFR1,19.767,0.08% {9/110},0.07% {65/876},0.784,1,
1346,OntoCancro.1,Apoptosis,19.186,0.04% {4/110},0.08% {68/876},0.041,1,
1347,KEGG.162,Legionellosis,19.186,0% {0/110},0.01% {10/876},0.002,1,
1348,KEGG.3,Human.cytomegalovirus.infection,19.186,0.13% {14/110},0.04% {39/876},0.013,1,
1349,INOH,JAK.STAT.pathway.and.regulation,19.186,0.06% {7/110},0.06% {53/876},0.899,1,
1350,KEGG.8,Human.immunodeficiency.virus.1.infection,19.186,0.07% {8/110},0.05% {42/876},0.34,1,
1351,REACTOME.21,Diseases.of.signal.transduction,19.186,0.05% {6/110},0.06% {54/876},0.76,1,
1352,REACTOME.26,Influenza.Infection,19.186,0.01% {1/110},0.06% {53/876},3.03E-05,0.0434199,
1353,REACTOME.28,rRNA.processing.in.the.nucleus.and.cytosol,19.186,0.01% {1/110},0.06% {53/876},3.03E-05,0.0434199,
1354,REACTOME.14,Transcriptional.Regulation.by.TP53,19.186,0.12% {13/110},0.07% {59/876},0.115,1,
1355,REACTOME.2,Immune.System,19.186,0.17% {19/110},0.19% {163/876},0.73,1,
1356,systems.biology.org,Macrophage_Map_Update_ver2_re,19.186,0.2% {22/110},0.12% {107/876},0.053,1,
1357,SignaLink2.0.2,RTK.non.core.,19.186,0.03% {3/110},0.01% {7/876},0.227,1,
1358,KEGG.10,Alzheimer.disease,19.186,0.05% {6/110},0.05% {41/876},0.736,1,
1359,REACTOME.48,Organelle.biogenesis.and.maintenance,19.186,0.04% {4/110},0.04% {32/876},0.993,1,
1360,KEGG.152,Ovarian.steroidogenesis,19.186,0.03% {3/110},0.01% {6/876},0.2,1,
1361,KEGG.106,Glioma,19.186,0.03% {3/110},0.02% {17/876},0.63,1,
1362,WikiPathways.35,Human.Thyroid.Stimulating.Hormone..TSH..signaling,19.186,0.09% {10/110},0.01% {13/876},0.007,1,
1363,REACTOME.73,Host.Interactions.of.HIV.factors,19.186,0% {0/110},0.03% {26/876},2.85E-07,0.000408405,
1364,KEGG.70,Hepatitis.B,19.186,0.01% {1/110},0.03% {25/876},0.07,1,
1365,WikiPathways.33,Senescence.and.Autophagy.in.Cancer,19.186,0.08% {9/110},0.02% {18/876},0.023,1,
1366,WikiPathways.52,Cardiac.Hypertrophic.Response,19.186,0.02% {2/110},0.02% {17/876},0.928,1,
1367,stke.3,Integrin.Signaling.Pathway,19.186,0% {0/110},0.02% {19/876},1.19E-05,0.0170527,
1368,WikiPathways.24,Epithelial.to.mesenchymal.transition.in.colorectal.cancer,19.186,0.01% {1/110},0.03% {29/876},0.029,1,
1369,REACTOME.54,MAPK1.MAPK3.signaling,19.186,0% {0/110},0.04% {33/876},6.84E-09,9.80E-06,
1370,NetPath.16,TSH,19.186,0.08% {9/110},0.01% {5/876},0.005,1,
1371,KEGG.36,Phospholipase.D.signaling,19.186,0.07% {8/110},0.03% {23/876},0.07,1,
1372,WikiPathways.9,G.Protein.Signaling,19.186,0.12% {13/110},0.02% {20/876},0.003,1,
1373,REACTOME.62,Hedgehog..off..state,19.186,0.01% {1/110},0.03% {28/876},0.036,1,
1374,PharmGKB.4,Platelet_Aggregation_Inhibitor_Pathway_Pharmacodynamics,19.186,0.07% {8/110},0% {3/876},0.006,1,
1375,KEGG.18,Huntington.disease,19.186,0.07% {8/110},0.04% {36/876},0.222,1,
1376,KEGG.29,Longevity.regulating,19.186,0.12% {13/110},0.03% {24/876},0.005,1,
1377,WikiPathways.7,Nonalcoholic.fatty.liver.disease,19.186,0.07% {8/110},0.04% {36/876},0.222,1,
1378,REACTOME.71,Fatty.acid.metabolism,19.186,0.01% {1/110},0.03% {25/876},0.07,1,
1379,KEGG.32,Ras.signaling,18.605,0.05% {6/110},0.04% {31/876},0.399,1,
1380,WikiPathways.184,Cysteine.and.methionine.catabolism,18.605,0.03% {3/110},0% {2/876},0.114,1,
1381,KEGG.20,Oxytocin.signaling,18.605,0.08% {9/110},0.03% {30/876},0.08,1,
1382,KEGG.31,Rap1.signaling,18.605,0.08% {9/110},0.03% {25/876},0.05,1,
1383,PID.32,Integrins.in.angiogenesis,18.605,0.02% {2/110},0.01% {11/876},0.674,1,
1384,KEGG.69,HIF.1.signaling,18.605,0.06% {7/110},0.02% {19/876},0.082,1,
1385,WikiPathways.183,Caloric.restriction.and.aging,18.605,0.02% {2/110},0% {3/876},0.257,1,
1386,BioCarta.35,igf.1.signaling,18.605,0.02% {2/110},0.01% {8/876},0.494,1,
1387,KEGG.141,Amphetamine.addiction,18.605,0.03% {3/110},0.01% {8/876},0.257,1,
1388,PID,ErbB1.downstream.signaling,18.605,0.04% {4/110},0.03% {24/876},0.633,1,
1389,KEGG.113,Insulin.secretion,18.605,0.05% {6/110},0.01% {10/876},0.053,1,
1390,IPAVS.6,Effects_of_PKA_Phosphorylation_of_RyR2_in_the_HeartIn_the_nonfailing_heart_v2,18.605,0.04% {4/110},0.01% {12/876},0.219,1,
1391,KEGG.74,Progesterone.mediated.oocyte.maturation,18.605,0.05% {6/110},0.02% {19/876},0.143,1,
1392,KEGG.81,Prostate.cancer,18.605,0.04% {4/110},0.02% {20/876},0.469,1,
1393,BioCarta.18,regulation.of.bad.phosphorylation,18.605,0.02% {2/110},0.01% {10/876},0.612,1,
1394,OntoCancro,Expanded.Apoptosis,18.605,0.12% {13/110},0.15% {131/876},0.346,1,
1395,systems.biology.org.6,EGFR_signaling_for_RTKC,18.605,0.06% {7/110},0.06% {53/876},0.899,1,
1396,REACTOME.255,IGF1R.signaling.cascade,18.605,0.03% {3/110},0.01% {6/876},0.2,1,
1397,REACTOME.51,Signaling.by.Hedgehog,18.605,0.01% {1/110},0.04% {34/876},0.008,1,
1398,KEGG.21,Parkinson.disease,18.605,0.07% {8/110},0.04% {34/876},0.19,1,
1399,PharmGKB.5,Selective_Serotonin_Reuptake_Inhibitor_Pathway_Pharmacodynamics,18.605,0.04% {4/110},0% {4/876},0.081,1,
1400,BioCarta.8,skeletal.muscle.hypertrophy.is.regulated.via.akt.mtor,18.605,0.04% {4/110},0.01% {12/876},0.219,1,
1401,WikiPathways.61,Selenium.Micronutrient.Network,18.605,0.07% {8/110},0.01% {10/876},0.016,1,
1402,KEGG.47,Protein.processing.in.endoplasmic.reticulum,18.605,0.02% {2/110},0.03% {29/876},0.293,1,
1403,PID.51,ErbB4.signaling.events,18.605,0.02% {2/110},0.01% {9/876},0.552,1,
1404,WikiPathways.17,Pathways.Regulating.Hippo.Signaling,18.605,0.09% {10/110},0.02% {19/876},0.015,1,
1405,KEGG.4,PI3K.Akt.signaling,18.605,0.1% {11/110},0.05% {44/876},0.096,1,
1406,INOH.14,IGF.signaling,18.605,0.02% {2/110},0.02% {15/876},0.938,1,
1407,WikiPathways.77,Energy.Metabolism,18.605,0.05% {5/110},0.01% {10/876},0.096,1,
1408,KEGG.37,Platelet.activation,18.605,0.06% {7/110},0.03% {24/876},0.134,1,
1409,KEGG.14,Non.alcoholic.fatty.liver.disease..NAFLD.,18.605,0.07% {8/110},0.04% {37/876},0.239,1,
1410,KEGG.40,Chagas.disease..American.trypanosomiasis.,18.605,0.09% {10/110},0.02% {19/876},0.015,1,
1411,KEGG.126,Morphine.addiction,18.023,0.05% {5/110},0.01% {9/876},0.085,1,
1412,WikiPathways.11,Calcium.Regulation.in.the.Cardiac.Cell,18.023,0.07% {8/110},0.03% {24/876},0.078,1,
1413,KEGG.61,Long.term.depression,18.023,0.09% {10/110},0.02% {15/876},0.009,1,
1414,EHMN.1,Glycerophospholipid.metabolism,18.023,0.01% {1/110},0.02% {21/876},0.156,1,
1415,KEGG.41,Focal.adhesion,18.023,0.02% {2/110},0.03% {30/876},0.259,1,
1416,EHMN,Purine.metabolism,18.023,0.04% {4/110},0.04% {39/876},0.672,1,
1417,REACTOME.3,Disease,18.023,0.16% {18/110},0.17% {153/876},0.77,1,
1418,KEGG.100,Wnt.signaling,18.023,0% {0/110},0.02% {21/876},4.10E-06,0.0058753,
1419,REACTOME.17,Translation,18.023,0.02% {2/110},0.08% {68/876},1.89E-04,0.270837,
1420,systems.biology.org.1,beta_cell_v2.3,18.023,0.15% {17/110},0.11% {92/876},0.173,1,
1421,REACTOME.64,Translation.initiation.complex.formation,17.442,0% {0/110},0.03% {28/876},9.82E-08,0.000140721,
1422,KEGG.109,Spliceosome,17.442,0% {0/110},0.02% {20/876},6.99E-06,0.01001667,
1423,REACTOME,Metabolism,17.442,0.32% {35/110},0.27% {237/876},0.313,1,
1424,REACTOME.11,Infectious.disease,16.86,0.02% {2/110},0.11% {92/876},2.66E-07,0.000381178,
1425,KEGG,Pathways.in.cancer,16.86,0.13% {14/110},0.07% {59/876},0.072,1,
1426,KEGG.19,mTOR.signaling,16.86,0.12% {13/110},0.03% {30/876},0.009,1,
1427,REACTOME.12,Metabolism.of.lipids,16.279,0.05% {5/110},0.09% {80/876},0.04,1,
1428,ACSN2.6,PI3K_AKT_MTOR,16.279,0.05% {5/110},0.06% {49/876},0.625,1,
1429,PID.1,Plasma.membrane.estrogen.receptor.signaling,16.279,0.12% {13/110},0.01% {12/876},0.001,1,
1430,REACTOME.42,MAPK.family.signaling.cascades,15.698,0% {0/110},0.05% {44/876},1.90E-11,2.72E-08,
1431,REACTOME.250,Endosomal.Sorting.Complex.Required.For.Transport..ESCRT.,15.698,0.01% {1/110},0.01% {8/876},0.997,1,
1432,REACTOME.136,HIV.Life.Cycle,15.116,0.01% {1/110},0.02% {14/876},0.493,1,
1433,REACTOME.8,Metabolism.of.RNA,0,0.01% {1/110},0.12% {109/876},7.05E-15,1.01E-11,
