"","Feature","Definition","Score","CR.Mean","NonCR.mean","pvalue","padjust"
"1282","GO:0045792","negative regulation of cell size",0.112,"0.88% {1/114}","0.4% {4/1010}",0.5,1
"1283","GO:1901216","positive regulation of neuron death",0.111,"0.88% {1/114}","0.3% {3/1010}",0.438,1
"1284","GO:0043966","histone H3 acetylation",0.111,"0% {0/114}","0.3% {3/1010}",0.5,1
"1285","GO:0034435","cholesterol esterification",0.11,"0% {0/114}","0.3% {3/1010}",0.5,1
"1286","GO:0070168","negative regulation of biomineral tissue development",0.11,"0% {0/114}","0.4% {4/1010}",0.5,1
"1287","GO:0060395","SMAD protein signal transduction",0.109,"0% {0/114}","0.5% {5/1010}",0.504,1
"1288","GO:0006295","nucleotide-excision repair, DNA incision, 3'-to lesion",0.109,"0% {0/114}","0.69% {7/1010}",0.604,1
"1289","GO:0071395","cellular response to jasmonic acid stimulus",0.108,"0% {0/114}","0.4% {4/1010}",0.5,1
"1290","GO:0030261","chromosome condensation",0.107,"0% {0/114}","0.3% {3/1010}",0.5,1
"1291","GO:0048255","mRNA stabilization",0.107,"0.88% {1/114}","0.3% {3/1010}",0.438,1
"1292","GO:0030225","macrophage differentiation",0.105,"0.88% {1/114}","0.2% {2/1010}",0.354,1
"1293","GO:2000773","negative regulation of cellular senescence",0.104,"0.88% {1/114}","0.3% {3/1010}",0.438,1
"1294","GO:0008306","associative learning",0.103,"0% {0/114}","0.5% {5/1010}",0.504,1
"1295","GO:0051896","regulation of protein kinase B signaling",0.102,"0.88% {1/114}","0.3% {3/1010}",0.438,1
"1296","GO:0035066","positive regulation of histone acetylation",0.102,"0% {0/114}","0.59% {6/1010}",0.559,1
"1297","GO:0007130","synaptonemal complex assembly",0.101,"0% {0/114}","0.4% {4/1010}",0.5,1
"1298","GO:0045785","positive regulation of cell adhesion",0.101,"0% {0/114}","0.5% {5/1010}",0.504,1
"1299","GO:0001841","neural tube formation",0.101,"0% {0/114}","0.4% {4/1010}",0.5,1
"1300","GO:0021915","neural tube development",0.1,"0% {0/114}","0.4% {4/1010}",0.5,1
"1301","GO:0045648","positive regulation of erythrocyte differentiation",0.1,"0% {0/114}","0.3% {3/1010}",0.5,1
"1302","GO:0098761","cellular response to interleukin-7",0.099,"0% {0/114}","0.5% {5/1010}",0.504,1
"1303","GO:0033189","response to vitamin A",0.098,"0% {0/114}","0.3% {3/1010}",0.5,1
"1304","GO:0050767","regulation of neurogenesis",0.097,"0% {0/114}","0.3% {3/1010}",0.5,1
"1305","GO:1905205","positive regulation of connective tissue replacement",0.097,"0% {0/114}","0.3% {3/1010}",0.5,1
"1306","GO:0071108","protein K48-linked deubiquitination",0.097,"0% {0/114}","0.3% {3/1010}",0.5,1
"1307","GO:0032720","negative regulation of tumor necrosis factor production",0.096,"0% {0/114}","0.5% {5/1010}",0.504,1
"1308","GO:0001942","hair follicle development",0.095,"0% {0/114}","0.4% {4/1010}",0.5,1
"1309","GO:0001952","regulation of cell-matrix adhesion",0.095,"0% {0/114}","0.3% {3/1010}",0.5,1
"1310","GO:0045899","positive regulation of RNA polymerase II transcription preinitiation complex assembly",0.095,"0% {0/114}","0.4% {4/1010}",0.5,1
"1311","GO:0010761","fibroblast migration",0.095,"0% {0/114}","0.3% {3/1010}",0.5,1
"1312","GO:0042310","vasoconstriction",0.095,"0% {0/114}","0.3% {3/1010}",0.5,1
"1313","GO:0034504","protein localization to nucleus",0.095,"0% {0/114}","0.5% {5/1010}",0.504,1
"1314","GO:0010862","positive regulation of pathway-restricted SMAD protein phosphorylation",0.094,"0% {0/114}","0.4% {4/1010}",0.5,1
"1315","GO:0050776","regulation of immune response",0.094,"0% {0/114}","0.5% {5/1010}",0.504,1
"1316","GO:0051591","response to cAMP",0.093,"0% {0/114}","0.4% {4/1010}",0.5,1
"1317","GO:0042326","negative regulation of phosphorylation",0.093,"0.88% {1/114}","0.2% {2/1010}",0.354,1
"1318","GO:0060749","mammary gland alveolus development",0.092,"0% {0/114}","0.3% {3/1010}",0.5,1
"1319","GO:0007021","tubulin complex assembly",0.09,"0% {0/114}","0.3% {3/1010}",0.5,1
"1320","GO:0007167","enzyme linked receptor protein signaling pathway",0.089,"0% {0/114}","0.3% {3/1010}",0.5,1
"1321","GO:1903416","response to glycoside",0.089,"0% {0/114}","0.3% {3/1010}",0.5,1
"1322","GO:0042391","regulation of membrane potential",0.089,"0% {0/114}","0.3% {3/1010}",0.5,1
"1323","GO:0032204","regulation of telomere maintenance",0.089,"0% {0/114}","0.3% {3/1010}",0.5,1
"1324","GO:0061635","regulation of protein complex stability",0.088,"0% {0/114}","0.3% {3/1010}",0.5,1
"1325","GO:0060333","interferon-gamma-mediated signaling pathway",0.088,"0% {0/114}","0.3% {3/1010}",0.5,1
"1326","GO:1904837","beta-catenin-TCF complex assembly",0.088,"0.88% {1/114}","0.3% {3/1010}",0.438,1
"1327","GO:0061418","regulation of transcription from RNA polymerase II promoter in response to hypoxia",0.088,"0% {0/114}","1.09% {11/1010}",0.732,1
"1328","GO:0048813","dendrite morphogenesis",0.088,"0% {0/114}","0.3% {3/1010}",0.5,1
"1329","GO:1902966","positive regulation of protein localization to early endosome",0.087,"0% {0/114}","0.3% {3/1010}",0.5,1
"1330","GO:0051276","chromosome organization",0.087,"0% {0/114}","0.3% {3/1010}",0.5,1
"1331","GO:0042795","snRNA transcription by RNA polymerase II",0.086,"0% {0/114}","0.3% {3/1010}",0.5,1
"1332","GO:0030866","cortical actin cytoskeleton organization",0.085,"0% {0/114}","0.3% {3/1010}",0.5,1
"1333","GO:0060045","positive regulation of cardiac muscle cell proliferation",0.084,"0% {0/114}","0.3% {3/1010}",0.5,1
"1334","GO:1901984","negative regulation of protein acetylation",0.084,"0.88% {1/114}","0.2% {2/1010}",0.354,1
"1335","GO:0060964","regulation of gene silencing by miRNA",0.083,"0% {0/114}","0.59% {6/1010}",0.559,1
"1336","GO:0001824","blastocyst development",0.083,"0% {0/114}","0.3% {3/1010}",0.5,1
"1337","GO:0061512","protein localization to cilium",0.083,"0% {0/114}","0.3% {3/1010}",0.5,1
"1338","GO:0032205","negative regulation of telomere maintenance",0.081,"0% {0/114}","0.3% {3/1010}",0.5,1
"1339","GO:0045616","regulation of keratinocyte differentiation",0.08,"0% {0/114}","0.3% {3/1010}",0.5,1
"1340","GO:0006544","glycine metabolic process",0.079,"0% {0/114}","0.3% {3/1010}",0.5,1
"1341","GO:0021695","cerebellar cortex development",0.079,"0% {0/114}","0.3% {3/1010}",0.5,1
"1342","GO:0097191","extrinsic apoptotic signaling pathway",0.078,"0% {0/114}","0.59% {6/1010}",0.559,1
"1343","GO:0006303","double-strand break repair via nonhomologous end joining",0.077,"0% {0/114}","1.09% {11/1010}",0.732,1
"1344","GO:0005980","glycogen catabolic process",0.077,"0% {0/114}","0.3% {3/1010}",0.5,1
"1345","GO:0032469","endoplasmic reticulum calcium ion homeostasis",0.077,"0% {0/114}","0.3% {3/1010}",0.5,1
"1346","GO:2000010","positive regulation of protein localization to cell surface",0.076,"0% {0/114}","0.4% {4/1010}",0.5,1
"1347","GO:0010595","positive regulation of endothelial cell migration",0.076,"0% {0/114}","0.3% {3/1010}",0.5,1
"1348","GO:1903140","regulation of establishment of endothelial barrier",0.076,"0% {0/114}","0.3% {3/1010}",0.5,1
"1349","GO:0010591","regulation of lamellipodium assembly",0.075,"0% {0/114}","0.3% {3/1010}",0.5,1
"1350","GO:0031641","regulation of myelination",0.074,"0.88% {1/114}","0.2% {2/1010}",0.354,1
"1351","GO:0051170","import into nucleus",0.074,"0% {0/114}","0.3% {3/1010}",0.5,1
"1352","GO:1903955","positive regulation of protein targeting to mitochondrion",0.073,"0.88% {1/114}","0.2% {2/1010}",0.354,1
"1353","GO:0045019","negative regulation of nitric oxide biosynthetic process",0.073,"0% {0/114}","0.3% {3/1010}",0.5,1
"1354","GO:0006977","DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest",0.073,"0% {0/114}","0.69% {7/1010}",0.604,1
"1355","GO:1903508","positive regulation of nucleic acid-templated transcription",0.072,"0% {0/114}","0.5% {5/1010}",0.504,1
"1356","GO:0010259","multicellular organism aging",0.072,"0% {0/114}","0.3% {3/1010}",0.5,1
"1357","GO:0090503","RNA phosphodiester bond hydrolysis, exonucleolytic",0.072,"0% {0/114}","0.3% {3/1010}",0.5,1
"1358","GO:0071481","cellular response to X-ray",0.071,"0% {0/114}","0.3% {3/1010}",0.5,1
"1359","GO:0042771","intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator",0.071,"0.88% {1/114}","0.5% {5/1010}",0.5,1
"1360","GO:0033591","response to L-ascorbic acid",0.071,"0.88% {1/114}","0.2% {2/1010}",0.354,1
"1361","GO:0006284","base-excision repair",0.07,"0% {0/114}","0.69% {7/1010}",0.604,1
"1362","GO:0005978","glycogen biosynthetic process",0.069,"0% {0/114}","0.5% {5/1010}",0.504,1
"1363","GO:0070936","protein K48-linked ubiquitination",0.069,"0% {0/114}","0.69% {7/1010}",0.604,1
"1364","GO:0000079","regulation of cyclin-dependent protein serine/threonine kinase activity",0.068,"0% {0/114}","0.5% {5/1010}",0.504,1
"1365","GO:0048026","positive regulation of mRNA splicing, via spliceosome",0.068,"0% {0/114}","0.3% {3/1010}",0.5,1
"1366","GO:0003180","aortic valve morphogenesis",0.068,"0% {0/114}","0.4% {4/1010}",0.5,1
"1367","GO:0070328","triglyceride homeostasis",0.068,"0% {0/114}","0.3% {3/1010}",0.5,1
"1368","GO:0035307","positive regulation of protein dephosphorylation",0.068,"0% {0/114}","0.3% {3/1010}",0.5,1
"1369","GO:0007338","single fertilization",0.067,"0% {0/114}","0.4% {4/1010}",0.5,1
"1370","GO:0016601","Rac protein signal transduction",0.067,"0% {0/114}","0.3% {3/1010}",0.5,1
"1371","GO:1902430","negative regulation of amyloid-beta formation",0.067,"0% {0/114}","0.3% {3/1010}",0.5,1
"1372","GO:0006294","nucleotide-excision repair, preincision complex assembly",0.066,"0% {0/114}","0.59% {6/1010}",0.559,1
"1373","GO:1905564","positive regulation of vascular endothelial cell proliferation",0.066,"0% {0/114}","0.3% {3/1010}",0.5,1
"1374","GO:0016571","histone methylation",0.066,"0% {0/114}","0.3% {3/1010}",0.5,1
"1375","GO:0007389","pattern specification process",0.064,"0% {0/114}","0.3% {3/1010}",0.5,1
"1376","GO:0035335","peptidyl-tyrosine dephosphorylation",0.064,"0% {0/114}","0.4% {4/1010}",0.5,1
"1377","GO:0042753","positive regulation of circadian rhythm",0.064,"0% {0/114}","0.3% {3/1010}",0.5,1
"1378","GO:0051492","regulation of stress fiber assembly",0.063,"0% {0/114}","0.3% {3/1010}",0.5,1
"1379","GO:0030326","embryonic limb morphogenesis",0.063,"0% {0/114}","0.3% {3/1010}",0.5,1
"1380","GO:0006975","DNA damage induced protein phosphorylation",0.062,"0% {0/114}","0.4% {4/1010}",0.5,1
"1381","GO:0030282","bone mineralization",0.062,"0% {0/114}","0.3% {3/1010}",0.5,1
"1382","GO:0000245","spliceosomal complex assembly",0.061,"0% {0/114}","0.3% {3/1010}",0.5,1
"1383","GO:0009611","response to wounding",0.061,"0% {0/114}","0.69% {7/1010}",0.604,1
"1384","GO:0030111","regulation of Wnt signaling pathway",0.058,"0% {0/114}","0.3% {3/1010}",0.5,1
"1385","GO:1904037","positive regulation of epithelial cell apoptotic process",0.058,"0% {0/114}","0.3% {3/1010}",0.5,1
"1386","GO:0048008","platelet-derived growth factor receptor signaling pathway",0.058,"0% {0/114}","0.3% {3/1010}",0.5,1
"1387","GO:0010467","gene expression",0.057,"0% {0/114}","0.3% {3/1010}",0.5,1
"1388","GO:0007422","peripheral nervous system development",0.057,"0% {0/114}","0.3% {3/1010}",0.5,1
"1389","GO:0070979","protein K11-linked ubiquitination",0.057,"0% {0/114}","0.3% {3/1010}",0.5,1
"1390","GO:0000729","DNA double-strand break processing",0.056,"0% {0/114}","0.4% {4/1010}",0.5,1
"1391","GO:0031398","positive regulation of protein ubiquitination",0.056,"0% {0/114}","0.69% {7/1010}",0.604,1
"1392","GO:0030032","lamellipodium assembly",0.054,"0% {0/114}","0.5% {5/1010}",0.504,1
"1393","GO:0030301","cholesterol transport",0.051,"0% {0/114}","0.3% {3/1010}",0.5,1
"1394","GO:0090080","positive regulation of MAPKKK cascade by fibroblast growth factor receptor signaling pathway",0.05,"0% {0/114}","0.3% {3/1010}",0.5,1
"1395","GO:0010807","regulation of synaptic vesicle priming",0.05,"0% {0/114}","0.4% {4/1010}",0.5,1
"1396","GO:0007586","digestion",0.05,"0% {0/114}","0.3% {3/1010}",0.5,1
"1397","GO:0071287","cellular response to manganese ion",0.049,"0% {0/114}","0.3% {3/1010}",0.5,1
"1398","GO:0097190","apoptotic signaling pathway",0.049,"0% {0/114}","0.5% {5/1010}",0.504,1
"1399","GO:0042415","norepinephrine metabolic process",0.049,"0% {0/114}","0.3% {3/1010}",0.5,1
"1400","GO:0048593","camera-type eye morphogenesis",0.047,"0% {0/114}","0.3% {3/1010}",0.5,1
"1401","GO:0007094","mitotic spindle assembly checkpoint",0.047,"0% {0/114}","0.3% {3/1010}",0.5,1
"1402","GO:1902358","sulfate transmembrane transport",0.046,"0% {0/114}","0.3% {3/1010}",0.5,1
"1403","GO:0009303","rRNA transcription",0.046,"0% {0/114}","0.3% {3/1010}",0.5,1
"1404","GO:0022008","neurogenesis",0.045,"0% {0/114}","0.3% {3/1010}",0.5,1
"1405","GO:0035336","long-chain fatty-acyl-CoA metabolic process",0.045,"0% {0/114}","0.3% {3/1010}",0.5,1
"1406","GO:0045956","positive regulation of calcium ion-dependent exocytosis",0.045,"0% {0/114}","0.3% {3/1010}",0.5,1
"1407","GO:0035524","proline transmembrane transport",0.043,"0% {0/114}","0.3% {3/1010}",0.5,1
"1408","GO:0006268","DNA unwinding involved in DNA replication",0.043,"0% {0/114}","0.3% {3/1010}",0.5,1
"1409","GO:0016024","CDP-diacylglycerol biosynthetic process",0.042,"0% {0/114}","0.3% {3/1010}",0.5,1
"1410","GO:0051481","negative regulation of cytosolic calcium ion concentration",0.042,"0% {0/114}","0.3% {3/1010}",0.5,1
"1411","GO:0030195","negative regulation of blood coagulation",0.04,"0% {0/114}","0.3% {3/1010}",0.5,1
"1412","GO:0042136","neurotransmitter biosynthetic process",0.04,"0% {0/114}","0.4% {4/1010}",0.5,1
"1413","GO:0043406","positive regulation of MAP kinase activity",0.04,"0% {0/114}","0.79% {8/1010}",0.643,1
"1414","GO:1903799","negative regulation of production of miRNAs involved in gene silencing by miRNA",0.039,"0% {0/114}","0.3% {3/1010}",0.5,1
"1415","GO:0034260","negative regulation of GTPase activity",0.038,"0% {0/114}","0.59% {6/1010}",0.559,1
"1416","GO:0007052","mitotic spindle organization",0.038,"0% {0/114}","0.3% {3/1010}",0.5,1
"1417","GO:0050434","positive regulation of viral transcription",0.037,"0% {0/114}","0.3% {3/1010}",0.5,1
"1418","GO:0030833","regulation of actin filament polymerization",0.036,"0% {0/114}","0.3% {3/1010}",0.5,1
"1419","GO:0048024","regulation of mRNA splicing, via spliceosome",0.035,"0% {0/114}","0.3% {3/1010}",0.5,1
"1420","GO:1900182","positive regulation of protein localization to nucleus",0.034,"0% {0/114}","0.5% {5/1010}",0.504,1
"1421","GO:0048681","negative regulation of axon regeneration",0.034,"0% {0/114}","0.3% {3/1010}",0.5,1
"1422","GO:0007566","embryo implantation",0.034,"0.88% {1/114}","0.2% {2/1010}",0.354,1
"1423","GO:0001833","inner cell mass cell proliferation",0.034,"0% {0/114}","0.3% {3/1010}",0.5,1
"1424","GO:0030336","negative regulation of cell migration",0.031,"0% {0/114}","0.79% {8/1010}",0.643,1
"1425","GO:0070842","aggresome assembly",0.031,"0% {0/114}","0.3% {3/1010}",0.5,1
"1426","GO:0060134","prepulse inhibition",0.03,"0% {0/114}","0.3% {3/1010}",0.5,1
"1427","GO:2000774","positive regulation of cellular senescence",0.029,"0.88% {1/114}","0.3% {3/1010}",0.438,1
"1428","GO:0008631","intrinsic apoptotic signaling pathway in response to oxidative stress",0.028,"0.88% {1/114}","0.3% {3/1010}",0.438,1
"1429","GO:0001570","vasculogenesis",0.028,"0% {0/114}","0.5% {5/1010}",0.504,1
"1430","GO:0045948","positive regulation of translational initiation",0.027,"0% {0/114}","0.3% {3/1010}",0.5,1
"1431","GO:0051131","chaperone-mediated protein complex assembly",0.027,"0% {0/114}","0.3% {3/1010}",0.5,1
"1432","GO:0042769","DNA damage response, detection of DNA damage",0.027,"0% {0/114}","0.4% {4/1010}",0.5,1
"1433","GO:0043928","exonucleolytic catabolism of deadenylated mRNA",0.026,"0% {0/114}","0.5% {5/1010}",0.504,1
"1434","GO:0006298","mismatch repair",0.026,"0% {0/114}","0.5% {5/1010}",0.504,1
"1435","GO:0090400","stress-induced premature senescence",0.026,"0.88% {1/114}","0.2% {2/1010}",0.354,1
"1436","GO:0090650","cellular response to oxygen-glucose deprivation",0.026,"0% {0/114}","0.3% {3/1010}",0.5,1
"1437","GO:0006672","ceramide metabolic process",0.025,"0% {0/114}","0.3% {3/1010}",0.5,1
"1438","GO:0150003","regulation of spontaneous synaptic transmission",0.025,"0% {0/114}","0.3% {3/1010}",0.5,1
"1439","GO:0010972","negative regulation of G2/M transition of mitotic cell cycle",0.025,"0% {0/114}","1.19% {12/1010}",0.755,1
"1440","GO:0035308","negative regulation of protein dephosphorylation",0.024,"0% {0/114}","0.3% {3/1010}",0.5,1
"1441","GO:0070935","3'-UTR-mediated mRNA stabilization",0.024,"0% {0/114}","0.4% {4/1010}",0.5,1
"1442","GO:0075713","establishment of integrated proviral latency",0.024,"0% {0/114}","0.3% {3/1010}",0.5,1
"1443","GO:0023019","signal transduction involved in regulation of gene expression",0.023,"0% {0/114}","0.3% {3/1010}",0.5,1
"1444","GO:0006812","cation transport",0.023,"0% {0/114}","0.3% {3/1010}",0.5,1
"1445","GO:0046889","positive regulation of lipid biosynthetic process",0.023,"0.88% {1/114}","0.4% {4/1010}",0.5,1
"1446","GO:0036297","interstrand cross-link repair",0.022,"0% {0/114}","0.59% {6/1010}",0.559,1
"1447","GO:0032228","regulation of synaptic transmission, GABAergic",0.021,"0% {0/114}","0.4% {4/1010}",0.5,1
"1448","GO:0043507","positive regulation of JUN kinase activity",0.021,"0% {0/114}","0.3% {3/1010}",0.5,1
"1449","GO:0008045","motor neuron axon guidance",0.021,"0% {0/114}","0.3% {3/1010}",0.5,1
"1450","GO:0060391","positive regulation of SMAD protein signal transduction",0.021,"0% {0/114}","0.3% {3/1010}",0.5,1
"1451","GO:0045907","positive regulation of vasoconstriction",0.021,"0% {0/114}","0.4% {4/1010}",0.5,1
"1452","GO:0035278","miRNA mediated inhibition of translation",0.021,"0% {0/114}","0.4% {4/1010}",0.5,1
"1453","GO:0006270","DNA replication initiation",0.02,"0% {0/114}","0.4% {4/1010}",0.5,1
"1454","GO:0000070","mitotic sister chromatid segregation",0.019,"0% {0/114}","0.3% {3/1010}",0.5,1
"1455","GO:0030010","establishment of cell polarity",0.019,"0% {0/114}","0.4% {4/1010}",0.5,1
"1456","GO:0045176","apical protein localization",0.018,"0% {0/114}","0.3% {3/1010}",0.5,1
"1457","GO:0030422","production of siRNA involved in RNA interference",0.018,"0% {0/114}","0.3% {3/1010}",0.5,1
"1458","GO:0098586","cellular response to virus",0.017,"0% {0/114}","0.3% {3/1010}",0.5,1
"1459","GO:0032753","positive regulation of interleukin-4 production",0.017,"0% {0/114}","0.3% {3/1010}",0.5,1
"1460","GO:0035721","intraciliary retrograde transport",0.017,"0% {0/114}","0.3% {3/1010}",0.5,1
"1461","GO:0060644","mammary gland epithelial cell differentiation",0.016,"0% {0/114}","0.3% {3/1010}",0.5,1
"1462","GO:0032516","positive regulation of phosphoprotein phosphatase activity",0.016,"0.88% {1/114}","0.2% {2/1010}",0.354,1
"1463","GO:0032740","positive regulation of interleukin-17 production",0.016,"0% {0/114}","0.3% {3/1010}",0.5,1
"1464","GO:0070542","response to fatty acid",0.016,"0% {0/114}","0.4% {4/1010}",0.5,1
"1465","GO:0046339","diacylglycerol metabolic process",0.016,"0% {0/114}","0.3% {3/1010}",0.5,1
"1466","GO:0006531","aspartate metabolic process",0.015,"0% {0/114}","0.4% {4/1010}",0.5,1
"1467","GO:0007281","germ cell development",0.015,"0.88% {1/114}","0.59% {6/1010}",0.5,1
"1468","GO:0040016","embryonic cleavage",0.014,"0% {0/114}","0.3% {3/1010}",0.5,1
"1469","GO:0061001","regulation of dendritic spine morphogenesis",0.014,"0% {0/114}","0.3% {3/1010}",0.5,1
"1470","GO:0043137","DNA replication, removal of RNA primer",0.014,"0% {0/114}","0.3% {3/1010}",0.5,1
"1471","GO:0016081","synaptic vesicle docking",0.014,"0% {0/114}","0.3% {3/1010}",0.5,1
"1472","GO:2000641","regulation of early endosome to late endosome transport",0.014,"0% {0/114}","0.4% {4/1010}",0.5,1
"1473","GO:1990416","cellular response to brain-derived neurotrophic factor stimulus",0.013,"0% {0/114}","0.3% {3/1010}",0.5,1
"1474","GO:0042770","signal transduction in response to DNA damage",0.013,"0% {0/114}","0.3% {3/1010}",0.5,1
"1475","GO:0051893","regulation of focal adhesion assembly",0.012,"0% {0/114}","0.4% {4/1010}",0.5,1
"1476","GO:0061051","positive regulation of cell growth involved in cardiac muscle cell development",0.012,"0.88% {1/114}","0.2% {2/1010}",0.354,1
"1477","GO:0071803","positive regulation of podosome assembly",0.012,"0% {0/114}","0.3% {3/1010}",0.5,1
"1478","GO:0033147","negative regulation of intracellular estrogen receptor signaling pathway",0.011,"0% {0/114}","0.3% {3/1010}",0.5,1
"1479","GO:0031396","regulation of protein ubiquitination",0.011,"0% {0/114}","0.5% {5/1010}",0.504,1
"1480","GO:0060173","limb development",0.011,"0% {0/114}","0.3% {3/1010}",0.5,1
"1481","GO:0035329","hippo signaling",0.01,"0% {0/114}","0.4% {4/1010}",0.5,1
"1482","GO:0006259","DNA metabolic process",0.009,"0% {0/114}","0.3% {3/1010}",0.5,1
"1483","GO:0043101","purine-containing compound salvage",0.009,"0% {0/114}","0.3% {3/1010}",0.5,1
"1484","GO:2000249","regulation of actin cytoskeleton reorganization",0.009,"0% {0/114}","0.3% {3/1010}",0.5,1
"1485","GO:0032201","telomere maintenance via semi-conservative replication",0.008,"0% {0/114}","0.5% {5/1010}",0.504,1
"1486","GO:0070371","ERK1 and ERK2 cascade",0.008,"0% {0/114}","0.5% {5/1010}",0.504,1
"1487","GO:0033598","mammary gland epithelial cell proliferation",0.008,"0% {0/114}","0.3% {3/1010}",0.5,1
"1488","GO:0090170","regulation of Golgi inheritance",0.008,"0% {0/114}","0.4% {4/1010}",0.5,1
"1489","GO:0071398","cellular response to fatty acid",0.007,"0% {0/114}","0.3% {3/1010}",0.5,1
"1490","GO:0000717","nucleotide-excision repair, DNA duplex unwinding",0.007,"0% {0/114}","0.4% {4/1010}",0.5,1
"1491","GO:0021510","spinal cord development",0.006,"0.88% {1/114}","0.4% {4/1010}",0.5,1
"1492","GO:0051901","positive regulation of mitochondrial depolarization",0.006,"0% {0/114}","0.3% {3/1010}",0.5,1
"1493","GO:0071310","cellular response to organic substance",0.006,"0% {0/114}","0.3% {3/1010}",0.5,1
"1494","GO:0032757","positive regulation of interleukin-8 production",0.005,"0% {0/114}","0.3% {3/1010}",0.5,1
"1495","GO:1901800","positive regulation of proteasomal protein catabolic process",0.005,"0% {0/114}","0.4% {4/1010}",0.5,1
"1496","GO:0045190","isotype switching",0.005,"0% {0/114}","0.3% {3/1010}",0.5,1
"1497","GO:0048701","embryonic cranial skeleton morphogenesis",0.005,"0% {0/114}","0.59% {6/1010}",0.559,1
"1498","GO:0032079","positive regulation of endodeoxyribonuclease activity",0.005,"0% {0/114}","0.4% {4/1010}",0.5,1
"1499","GO:1900242","regulation of synaptic vesicle endocytosis",0.005,"0% {0/114}","0.3% {3/1010}",0.5,1
"1500","GO:0006998","nuclear envelope organization",0.005,"0% {0/114}","0.3% {3/1010}",0.5,1
"1501","GO:0014044","Schwann cell development",0.005,"0% {0/114}","0.3% {3/1010}",0.5,1
"1502","GO:0008354","germ cell migration",0.005,"0% {0/114}","0.3% {3/1010}",0.5,1
"1503","GO:0034622","cellular protein-containing complex assembly",0.004,"0% {0/114}","0.3% {3/1010}",0.5,1
"1504","GO:0006363","termination of RNA polymerase I transcription",0.004,"0% {0/114}","0.4% {4/1010}",0.5,1
"1505","GO:0045214","sarcomere organization",0.004,"0% {0/114}","0.3% {3/1010}",0.5,1
"1506","GO:0000132","establishment of mitotic spindle orientation",0.004,"0% {0/114}","0.3% {3/1010}",0.5,1
"1507","GO:0048513","animal organ development",0.004,"0% {0/114}","0.3% {3/1010}",0.5,1
"1508","GO:0086064","cell communication by electrical coupling involved in cardiac conduction",0.004,"0% {0/114}","0.3% {3/1010}",0.5,1
"1509","GO:1903800","positive regulation of production of miRNAs involved in gene silencing by miRNA",0.004,"0% {0/114}","0.3% {3/1010}",0.5,1
"1510","GO:0045444","fat cell differentiation",0.004,"0% {0/114}","0.5% {5/1010}",0.504,1
"1511","GO:0007095","mitotic G2 DNA damage checkpoint",0.003,"0% {0/114}","0.3% {3/1010}",0.5,1
"1512","GO:0036120","cellular response to platelet-derived growth factor stimulus",0.002,"0% {0/114}","0.3% {3/1010}",0.5,1
"1513","GO:1904357","negative regulation of telomere maintenance via telomere lengthening",0.002,"0% {0/114}","0.3% {3/1010}",0.5,1
"1514","GO:0006283","transcription-coupled nucleotide-excision repair",0.002,"0% {0/114}","0.79% {8/1010}",0.643,1
"1515","GO:1903575","cornified envelope assembly",0.002,"0% {0/114}","0.3% {3/1010}",0.5,1
"1516","GO:0044806","G-quadruplex DNA unwinding",0.001,"0% {0/114}","0.4% {4/1010}",0.5,1
"1517","GO:0007159","leukocyte cell-cell adhesion",0.001,"0% {0/114}","0.3% {3/1010}",0.5,1
"1518","GO:0007093","mitotic cell cycle checkpoint",0.001,"0% {0/114}","0.4% {4/1010}",0.5,1
"1519","GO:0001657","ureteric bud development",0.001,"0% {0/114}","0.59% {6/1010}",0.559,1
"1520","GO:0033574","response to testosterone",0.001,"0% {0/114}","0.3% {3/1010}",0.5,1
"1521","GO:0007010","cytoskeleton organization",0.001,"0% {0/114}","0.4% {4/1010}",0.5,1
"1522","GO:1990314","cellular response to insulin-like growth factor stimulus",0.001,"0% {0/114}","0.3% {3/1010}",0.5,1
"1523","GO:0048477","oogenesis",0.001,"0% {0/114}","0.3% {3/1010}",0.5,1
"1524","GO:0060425","lung morphogenesis",0,"0% {0/114}","0.4% {4/1010}",0.5,1
"1525","GO:0060999","positive regulation of dendritic spine development",0,"0.88% {1/114}","0.2% {2/1010}",0.354,1
"1526","GO:0010759","positive regulation of macrophage chemotaxis",0,"0% {0/114}","0.4% {4/1010}",0.5,1
"1527","GO:0045807","positive regulation of endocytosis",0,"0% {0/114}","0.3% {3/1010}",0.5,1
"1528","GO:0046907","intracellular transport",0,"0% {0/114}","0.3% {3/1010}",0.5,1
"1529","GO:0009880","embryonic pattern specification",0,"0% {0/114}","0.4% {4/1010}",0.5,1
"1530","GO:0070306","lens fiber cell differentiation",0,"0% {0/114}","0.3% {3/1010}",0.5,1
"1531","GO:0032731","positive regulation of interleukin-1 beta production",0,"0% {0/114}","0.3% {3/1010}",0.5,1
"1532","GO:0071475","cellular hyperosmotic salinity response",0,"0% {0/114}","0.3% {3/1010}",0.5,1
"1533","GO:0032967","positive regulation of collagen biosynthetic process",0,"0.88% {1/114}","0.2% {2/1010}",0.354,1
"1534","GO:0031281","positive regulation of cyclase activity",0,"0% {0/114}","0.3% {3/1010}",0.5,1
"1535","GO:0001892","embryonic placenta development",0,"0% {0/114}","0.3% {3/1010}",0.5,1
